total_return_pct,annualized_return_pct,sharpe_ratio,max_drawdown_pct,win_rate_pct,profit_factor,total_trades,avg_return_per_trade,avg_holding_days,exposure_pct
72.9473,35.2004,1.8198,11.9127,69.4444,2.9184,108,12.4389,50.27,99.6983
