ticker,company_name,exchange,market_cap,market_cap_category,sector,industry,sic,sic_description,cik,website,ir_url,data_quality_score,data_source,shares_outstanding,last_price,isin,cusip,country,currency
TLSIW,"TriSalus Life Sciences, Inc.",NASDAQ,95638041.72,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001826667,,,60,sec_fallback,61306437.0,1.56,,,US,USD
CTOR,"CITIUS ONCOLOGY, INC.",NASDAQ,94454468.28,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001851484,,,60,sec_fallback,88275204.0,1.07,,,US,USD
ICU,SeaStar Medical Holding Corp,NASDAQ,93001605.72,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001831868,,,60,sec_fallback,36047134.0,2.58,,,US,USD
HSDT,Solana Co,NASDAQ,92928150.0,micro,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0001610853,,,60,sec_fallback,41301400.0,2.25,,,US,USD
CGTX,COGNITION THERAPEUTICS INC,NASDAQ,91805228.32000001,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001455365,,,60,sec_fallback,88274258.0,1.04,,,US,USD
IBIO,"iBio, Inc.",NASDAQ,91195001.04,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001420720,,,60,sec_fallback,34543561.0,2.64,,,US,USD
DERM,Journey Medical Corp,NASDAQ,90718470.05,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001867066,,,60,sec_fallback,11556493.0,7.85,,,US,USD
GANX,"Gain Therapeutics, Inc.",NASDAQ,90604815.36,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001819411,,,60,sec_fallback,36097536.0,2.51,,,US,USD
INO,"INOVIO PHARMACEUTICALS, INC.",NASDAQ,90000414.0,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001055726,,,60,sec_fallback,53571675.0,1.68,,,US,USD
TMCI,"TREACE MEDICAL CONCEPTS, INC.",NASDAQ,89780799.16999999,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001630627,,,60,sec_fallback,64590503.0,1.39,,,US,USD
MXCT,"MAXCYTE, INC.",NASDAQ,89136803.5916,micro,,Services-Commercial Physical & Biological Research,8731,Services-Commercial Physical & Biological Research,0001287098,,,60,sec_fallback,106674011.0,0.8356,,,US,USD
XTNT,"Xtant Medical Holdings, Inc.",NYSE MKT,88650684.76799999,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001453593,,,60,sec_fallback,140004240.0,0.6332,,,US,USD
ATYR,aTYR PHARMA INC,NASDAQ,88471608.5876,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001339970,,,60,sec_fallback,98051212.0,0.9023,,,US,USD
MCRB,"Seres Therapeutics, Inc.",NASDAQ,86122860.88,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001609809,,,60,sec_fallback,9046519.0,9.52,,,US,USD
PYXS,"Pyxis Oncology, Inc.",NASDAQ,84056690.25,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001782223,,,60,sec_fallback,62264215.0,1.35,,,US,USD
ONCY,ONCOLYTICS BIOTECH INC,NASDAQ,84021137.55,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001129928,,,60,sec_fallback,80020131.0,1.05,,,US,USD
VANI,"Vivani Medical, Inc.",NASDAQ,83895070.25,micro,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0001266806,,,60,sec_fallback,72952235.0,1.15,,,US,USD
STEX,Streamex Corp.,NASDAQ,83826078.36,micro,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0001530766,,,60,sec_fallback,39540603.0,2.12,,,US,USD
CRDL,Cardiol Therapeutics Inc.,NASDAQ,82608992.0,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001702123,,,60,sec_fallback,82608992.0,1.0,,,US,USD
PMVP,"PMV Pharmaceuticals, Inc.",NASDAQ,81413605.71000001,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001699382,,,60,sec_fallback,53211507.0,1.53,,,US,USD
HURA,"TuHURA Biosciences, Inc./NV",NASDAQ,79962612.60000001,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001498382,,,60,sec_fallback,51258085.0,1.56,,,US,USD
CSBR,"CHAMPIONS ONCOLOGY, INC.",NASDAQ,79568647.98,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0000771856,,,60,sec_fallback,13886326.0,5.73,,,US,USD
PLRX,"PLIANT THERAPEUTICS, INC.",NASDAQ,79269706.65,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001746473,,,60,sec_fallback,61449385.0,1.29,,,US,USD
PMI,"Picard Medical, Inc.",NYSE MKT,78860258.32000001,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0002030617,,,60,sec_fallback,73701176.0,1.07,,,US,USD
PYPD,PolyPid Ltd.,NASDAQ,77002928.46000001,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001611842,,,60,sec_fallback,18204002.0,4.23,,,US,USD
ACTU,"ACTUATE THERAPEUTICS, INC.",NASDAQ,74378649.60000001,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001652935,,,60,sec_fallback,23243328.0,3.2,,,US,USD
TENX,"TENAX THERAPEUTICS, INC.",NASDAQ,73923928.0,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000034956,,,60,sec_fallback,6243575.0,11.84,,,US,USD
SRTS,"Sensus Healthcare, Inc.",NASDAQ,70457612.52000001,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001494891,,,60,sec_fallback,16462059.0,4.28,,,US,USD
XBIT,XBiotech Inc.,NASDAQ,70426658.61,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001626878,,,60,sec_fallback,30487731.0,2.31,,,US,USD
DRTSW,Alpha Tau Medical Ltd.,NASDAQ,70380570.0,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001871321,,,60,sec_fallback,70380570.0,1.0,,,US,USD
NSPR,"InspireMD, Inc.",NASDAQ,69488431.8,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001433607,,,60,sec_fallback,42370995.0,1.64,,,US,USD
PTHS,Pelthos Therapeutics Inc.,NYSE MKT,68612271.21,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001919246,,,60,sec_fallback,3061681.0,22.41,,,US,USD
GUTS,"FRACTYL HEALTH, INC.",NASDAQ,68330357.784,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001572616,,,60,sec_fallback,137044440.0,0.4986,,,US,USD
DRIO,DarioHealth Corp.,NASDAQ,67614158.16,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001533998,,,60,sec_fallback,6768184.0,9.99,,,US,USD
IMA,"ImageneBio, Inc.",NASDAQ,67537298.88,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001835579,,,60,sec_fallback,11181672.0,6.04,,,US,USD
IBO,IMPACT BIOMEDICAL INC.,AMEX,67219140.91749999,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001834105,,,60,sec_fallback,104621231.0,0.6425,,,US,USD
LUNG,Pulmonx Corp,NASDAQ,66407724.74,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001127537,,,60,sec_fallback,41247034.0,1.61,,,US,USD
PFSA,"Profusa, Inc.",NASDAQ,66337767.58,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001859807,,,60,sec_fallback,65680958.0,1.01,,,US,USD
ANVS,"Annovis Bio, Inc.",NYSE,65727164.72,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001477845,,,60,sec_fallback,26502889.0,2.48,,,US,USD
SCLX,Scilex Holding Co,NASDAQ,63869455.32,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001820190,,,60,sec_fallback,7585446.0,8.42,,,US,USD
MNOV,MEDICINOVA INC,NASDAQ,63760119.800000004,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001226616,,,60,sec_fallback,49046246.0,1.3,,,US,USD
OKYO,OKYO Pharma Ltd,NASDAQ,63562042.44,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001849296,,,60,sec_fallback,37610676.0,1.69,,,US,USD
EXOZ,EXOZYMES INC.,NASDAQ,63114056.25,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0002010788,,,60,sec_fallback,8387250.0,7.525,,,US,USD
OM,"Outset Medical, Inc.",NASDAQ,62900435.31,micro,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0001484612,,,60,sec_fallback,18311626.0,3.435,,,US,USD
NRXS,"Neuraxis, INC",NYSE MKT,62638534.56,micro,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0001933567,,,60,sec_fallback,10652812.0,5.88,,,US,USD
MGX,"Metagenomi Therapeutics, Inc.",NASDAQ,60569053.300000004,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001785279,,,60,sec_fallback,37620530.0,1.61,,,US,USD
SPRC,SciSparc Ltd.,NASDAQ,60205075.559999995,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001611746,,,60,sec_fallback,10828251.0,5.56,,,US,USD
ARAY,ACCURAY INC,NASDAQ,60199036.884,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001138723,,,60,sec_fallback,118782630.0,0.5068,,,US,USD
ECOR,"electroCore, Inc.",NASDAQ,60129190.559999995,micro,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0001560258,,,60,sec_fallback,7995903.0,7.52,,,US,USD
LFVN,Lifevantage Corp,NASDAQ,60128787.300000004,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000849146,,,60,sec_fallback,12793359.0,4.7,,,US,USD
BYSI,BeyondSpring Inc.,NASDAQ,60095156.8,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001677940,,,60,sec_fallback,40332320.0,1.49,,,US,USD
DTIL,PRECISION BIOSCIENCES INC,NASDAQ,60053082.03,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001357874,,,60,sec_fallback,13256751.0,4.53,,,US,USD
GRCE,"Grace Therapeutics, Inc.",NASDAQ,58182337.76,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001444192,,,60,sec_fallback,15474026.0,3.76,,,US,USD
TIL,"Instil Bio, Inc.",NASDAQ,57985894.800000004,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001789769,,,60,sec_fallback,6781976.0,8.55,,,US,USD
SPRB,"SPRUCE BIOSCIENCES, INC.",NASDAQ,57564498.6,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001683553,,,60,sec_fallback,1070370.0,53.78,,,US,USD
ICCC,IMMUCELL CORP /DE/,NASDAQ,57441153.849999994,micro,,In Vitro & In Vivo Diagnostic Substances,2835,In Vitro & In Vivo Diagnostic Substances,0000811641,,,60,sec_fallback,9045851.0,6.35,,,US,USD
PLRZ,Polyrizon Ltd.,NASDAQ,57086396.449999996,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001893645,,,60,sec_fallback,4194445.0,13.61,,,US,USD
MAIA,"MAIA Biotechnology, Inc.",NYSE MKT,56659429.71,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001878313,,,60,sec_fallback,37032307.0,1.53,,,US,USD
ENTX,Entera Bio Ltd.,NASDAQ,56404407.66,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001638097,,,60,sec_fallback,45857242.0,1.23,,,US,USD
QTTB,Q32 Bio Inc.,NASDAQ,55861758.08,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001661998,,,60,sec_fallback,12304352.0,4.54,,,US,USD
CLNN,Clene Inc.,NASDAQ,54770094.0,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001822791,,,60,sec_fallback,10333980.0,5.3,,,US,USD
IFRX,InflaRx N.V.,NASDAQ,54609508.371,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001708688,,,60,sec_fallback,59351710.0,0.9201,,,US,USD
HYFT,MindWalk Holdings Corp.,NASDAQ,54000318.059999995,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001715925,,,60,sec_fallback,46154118.0,1.17,,,US,USD
OSTX,OS Therapies Inc,NYSE MKT,53173671.52,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001795091,,,60,sec_fallback,35214352.0,1.51,,,US,USD
CPIX,CUMBERLAND PHARMACEUTICALS INC,NASDAQ,52647327.04,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001087294,,,60,sec_fallback,14956627.0,3.52,,,US,USD
STSS,Sharps Technology Inc.,NASDAQ,52218383.050000004,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001737995,,,60,sec_fallback,28226153.0,1.85,,,US,USD
BKHAU,Black Hawk Acquisition Corp,NASDAQ,52168927.120000005,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0002000775,,,60,sec_fallback,4153577.0,12.56,,,US,USD
RANI,"Rani Therapeutics Holdings, Inc.",NASDAQ,52067040.0,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001856725,,,60,sec_fallback,38856000.0,1.34,,,US,USD
GOVX,"GeoVax Labs, Inc.",NASDAQ,51687326.4,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000832489,,,60,sec_fallback,29705360.0,1.74,,,US,USD
FTII,FutureTech II Acquisition Corp.,NASDAQ,51565331.22,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001889450,,,60,sec_fallback,4289961.0,12.02,,,US,USD
INKT,"MiNK Therapeutics, Inc.",NASDAQ,51400997.25,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001840229,,,60,sec_fallback,4694155.0,10.95,,,US,USD
CTSO,Cytosorbents Corp,NASDAQ,50563745.9555,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001175151,,,60,sec_fallback,62804305.0,0.8051,,,US,USD
ACRV,"Acrivon Therapeutics, Inc.",NASDAQ,50488201.6,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001781174,,,60,sec_fallback,31555126.0,1.6,,,US,USD
KZR,"Kezar Life Sciences, Inc.",NASDAQ,50017155.480000004,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001645666,,,60,sec_fallback,7323156.0,6.83,,,US,USD
NRXP,"NRX Pharmaceuticals, Inc.",NASDAQ,49732799.79,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001719406,,,60,sec_fallback,28097627.0,1.77,,,US,USD
MIRA,"MIRA PHARMACEUTICALS, INC.",NASDAQ,49413782.66,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001904286,,,60,sec_fallback,41876087.0,1.18,,,US,USD
VRCA,Verrica Pharmaceuticals Inc.,NASDAQ,49348182.0,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001660334,,,60,sec_fallback,9490035.0,5.2,,,US,USD
BEAT,"HeartBeam, Inc.",NASDAQ,48220988.199999996,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001779372,,,60,sec_fallback,34443563.0,1.4,,,US,USD
BKHA,Black Hawk Acquisition Corp,NASDAQ,47599992.42,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0002000775,,,60,sec_fallback,4153577.0,11.46,,,US,USD
ADIL,"ADIAL PHARMACEUTICALS, INC.",NASDAQ,47255546.39,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001513525,,,60,sec_fallback,23987587.0,1.97,,,US,USD
ANTX,"AN2 Therapeutics, Inc.",NASDAQ,46857461.04,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001880438,,,60,sec_fallback,27402024.0,1.71,,,US,USD
PRPO,"Precipio, Inc.",NASDAQ,46463225.64,nano,,Laboratory Analytical Instruments,3826,Laboratory Analytical Instruments,0001043961,,,60,sec_fallback,1752007.0,26.52,,,US,USD
LPCN,Lipocine Inc.,NASDAQ,45470314.89,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001535955,,,60,sec_fallback,5551931.0,8.19,,,US,USD
NXTC,"NextCure, Inc.",NASDAQ,45430831.6,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001661059,,,60,sec_fallback,3560410.0,12.76,,,US,USD
TELO,"Telomir Pharmaceuticals, Inc.",NASDAQ,44695262.300000004,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001971532,,,60,sec_fallback,34380971.0,1.3,,,US,USD
CING,Cingulate Inc.,NASDAQ,44326379.199999996,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001862150,,,60,sec_fallback,6757070.0,6.56,,,US,USD
MDAI,"Spectral AI, Inc.",NASDAQ,43271341.949999996,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001833498,,,60,sec_fallback,30688895.0,1.41,,,US,USD
NMTC,NEUROONE MEDICAL TECHNOLOGIES Corp,NASDAQ,42062890.8375,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001500198,,,60,sec_fallback,50525995.0,0.8325,,,US,USD
ESLA,"Estrella Immunopharma, Inc.",NASDAQ,41542147.900000006,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001844417,,,60,sec_fallback,37765589.0,1.1,,,US,USD
NERV,"Minerva Neurosciences, Inc.",NASDAQ,41540831.64,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001598646,,,60,sec_fallback,6993406.0,5.94,,,US,USD
NEPH,NEPHROS INC,NASDAQ,41337796.870000005,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001196298,,,60,sec_fallback,10626683.0,3.89,,,US,USD
LITS,"Lite Strategy, Inc.",NASDAQ,41089058.87,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001262104,,,60,sec_fallback,36361999.0,1.13,,,US,USD
VERU,VERU INC.,NASDAQ,41088819.2,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000863894,,,60,sec_fallback,16050320.0,2.56,,,US,USD
PSTV,"PLUS THERAPEUTICS, INC.",NASDAQ,40857658.0515,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001095981,,,60,sec_fallback,137429055.0,0.2973,,,US,USD
TLPH,"TALPHERA, INC.",NASDAQ,40774093.826400004,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001427925,,,60,sec_fallback,46609618.0,0.8748,,,US,USD
INCR,Intercure Ltd.,NASDAQ,40107171.1352,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001857030,,,60,sec_fallback,47162713.0,0.8504,,,US,USD
PTN,PALATIN TECHNOLOGIES INC,AMEX,39342817.8,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000911216,,,60,sec_fallback,1772199.0,22.2,,,US,USD
MTVA,MetaVia Inc.,NASDAQ,38501512.92,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001638287,,,60,sec_fallback,24214788.0,1.59,,,US,USD
SNSE,"Sensei Biotherapeutics, Inc.",NASDAQ,38469345.0,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001829802,,,60,sec_fallback,1261290.0,30.5,,,US,USD
JSPR,"Jasper Therapeutics, Inc.",NASDAQ,38338133.43,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001788028,,,60,sec_fallback,27984039.0,1.37,,,US,USD
TVRD,"Tvardi Therapeutics, Inc.",NASDAQ,37713002.879999995,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001346830,,,60,sec_fallback,9381344.0,4.02,,,US,USD
GLTO,"Galecto, Inc.",NASDAQ,37639732.32,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001800315,,,60,sec_fallback,1327212.0,28.36,,,US,USD
LSTA,"LISATA THERAPEUTICS, INC.",NASDAQ,37311700.59,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000320017,,,60,sec_fallback,8820733.0,4.23,,,US,USD
CRVO,CervoMed Inc.,NASDAQ,37103403.19,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001053691,,,60,sec_fallback,9252719.0,4.01,,,US,USD
ICCM,IceCure Medical Ltd.,NASDAQ,36854702.8485,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001584371,,,60,sec_fallback,56568999.0,0.6515,,,US,USD
ATNM,"Actinium Pharmaceuticals, Inc.",NYSE MKT,36811151.379999995,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001388320,,,60,sec_fallback,31195891.0,1.18,,,US,USD
BGM,BGM Group Ltd.,NASDAQ,36465000.0,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001779578,,,60,sec_fallback,35750000.0,1.02,,,US,USD
ATRA,"Atara Biotherapeutics, Inc.",NASDAQ,36051175.0,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001604464,,,60,sec_fallback,7210235.0,5.0,,,US,USD
ZIVO,"Zivo Bioscience, Inc.",NASDAQ,35969503.75,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001101026,,,60,sec_fallback,3888595.0,9.25,,,US,USD
ABVC,"ABVC BIOPHARMA, INC.",NASDAQ,35870973.87,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001173313,,,60,sec_fallback,25440407.0,1.41,,,US,USD
OTLK,"Outlook Therapeutics, Inc.",NASDAQ,35868412.642000005,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001649989,,,60,sec_fallback,83067190.0,0.4318,,,US,USD
ZYBT,Zhengye Biotechnology Holding Ltd,NASDAQ,35619773.28,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001975641,,,60,sec_fallback,45666376.0,0.78,,,US,USD
SCYX,SCYNEXIS INC,NASDAQ,35396086.86,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001178253,,,60,sec_fallback,44663832.0,0.7925,,,US,USD
MCAG,Mountain Crest Acquisition Corp. V,NASDAQ,35309452.669999994,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001859035,,,60,sec_fallback,2873023.0,12.29,,,US,USD
BTAI,"BioXcel Therapeutics, Inc.",NASDAQ,35209880.510000005,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001720893,,,60,sec_fallback,21869491.0,1.61,,,US,USD
RMTI,"ROCKWELL MEDICAL, INC.",NASDAQ,35074659.3102,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001041024,,,60,sec_fallback,39405302.0,0.8901,,,US,USD
CYPH,CYPHERPUNK TECHNOLOGIES INC.,NASDAQ,34891868.256,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001509745,,,60,sec_fallback,56651840.0,0.6159,,,US,USD
POCI,"PRECISION OPTICS CORPORATION, INC.",NASDAQ,34316417.905,nano,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0000867840,,,60,sec_fallback,7720229.0,4.445,,,US,USD
TELA,"TELA Bio, Inc.",NASDAQ,34165245.9915,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001561921,,,60,sec_fallback,40341535.0,0.8469,,,US,USD
CELU,Celularity Inc,NASDAQ,33994656.0,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001752828,,,60,sec_fallback,28328880.0,1.2,,,US,USD
PLUR,Pluri Inc.,NASDAQ,33871003.910000004,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001158780,,,60,sec_fallback,10050743.0,3.37,,,US,USD
CVM,CEL SCI CORP,NYSE MKT,33831868.0,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0000725363,,,60,sec_fallback,8457967.0,4.0,,,US,USD
INMB,"Inmune Bio, Inc.",NASDAQ,33630351.37,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001711754,,,60,sec_fallback,26585258.0,1.265,,,US,USD
ONMD,OneMedNet Corp,NASDAQ,33102378.045,nano,,Services-Commercial Physical & Biological Research,8731,Services-Commercial Physical & Biological Research,0001849380,,,60,sec_fallback,51005205.0,0.649,,,US,USD
PDSB,PDS Biotechnology Corp,NASDAQ,32346594.7428,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001472091,,,60,sec_fallback,48980307.0,0.6604,,,US,USD
RNTX,"Rein Therapeutics, Inc.",NASDAQ,31280794.58,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001420565,,,60,sec_fallback,26286382.0,1.19,,,US,USD
FEMY,FEMASYS INC,NASDAQ,30877347.072,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001339005,,,60,sec_fallback,58479824.0,0.528,,,US,USD
TVGN,Tevogen Bio Holdings Inc.,NASDAQ,30816806.7471,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001860871,,,60,sec_fallback,198689921.0,0.1551,,,US,USD
RNXT,"RenovoRx, Inc.",NASDAQ,30804254.398000002,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001574094,,,60,sec_fallback,36649916.0,0.8405,,,US,USD
LTRN,Lantern Pharma Inc.,NASDAQ,30533474.79,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001763950,,,60,sec_fallback,11184423.0,2.73,,,US,USD
KLTO,"Klotho Neurosciences, Inc.",NASDAQ,30472676.912199996,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001907223,,,60,sec_fallback,72536722.0,0.4201,,,US,USD
